global_id,source,source_card_no,type,term,pinyin,arabic,is_duplicate_term,duplicate_group,current_src,suggested_filename,visual_concept_ar,image_prompt_en,status
M9-FC-43,mock9.html,43,flashcard,酸,suān,حامض,no,,JS flashcard color card / no real image,m9-fc-43-酸.webp,طفل يتذوق ليموناً حامضاً ويعصر وجهه.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 酸 (suān) meaning in Arabic: حامض. Visual concept: طفل يتذوق ليموناً حامضاً ويعصر وجهه.",pending_generation_or_review
M9-FC-44,mock9.html,44,flashcard,甜,tián,حلو,no,,JS flashcard color card / no real image,m9-fc-44-甜.webp,حلوى أو فاكهة حلوة مع ابتسامة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 甜 (tián) meaning in Arabic: حلو. Visual concept: حلوى أو فاكهة حلوة مع ابتسامة.",pending_generation_or_review
M9-FC-45,mock9.html,45,flashcard,苦,kǔ,مر,yes,M6-FC-08 | M6-WR-100 | M9-FC-45,JS flashcard color card / no real image,m9-fc-45-苦.webp,شاب يتذوق قهوة مرة ويعصر وجهه؛ ربط الطعم المر بالمعاناة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 苦 (kǔ) meaning in Arabic: مر. Visual concept: شاب يتذوق قهوة مرة ويعصر وجهه؛ ربط الطعم المر بالمعاناة.",pending_generation_or_review
M9-FC-46,mock9.html,46,flashcard,咖啡,kāfēi,قهوة,no,,JS flashcard color card / no real image,m9-fc-46-咖啡.webp,فنجان قهوة داكنة على طاولة دافئة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 咖啡 (kāfēi) meaning in Arabic: قهوة. Visual concept: فنجان قهوة داكنة على طاولة دافئة.",pending_generation_or_review
M9-FC-47,mock9.html,47,flashcard,杂志,zázhì,مجلة,no,,JS flashcard color card / no real image,m9-fc-47-杂志.webp,مجلات ملونة على طاولة قراءة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 杂志 (zázhì) meaning in Arabic: مجلة. Visual concept: مجلات ملونة على طاولة قراءة.",pending_generation_or_review
M9-FC-48,mock9.html,48,flashcard,爷爷,yéye,جد,no,,JS flashcard color card / no real image,m9-fc-48-爷爷.webp,جد يقرأ قصة لحفيده بحنان.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 爷爷 (yéye) meaning in Arabic: جد. Visual concept: جد يقرأ قصة لحفيده بحنان.",pending_generation_or_review
M9-FC-49,mock9.html,49,flashcard,孙子,sūnzi,حفيد,no,,JS flashcard color card / no real image,m9-fc-49-孙子.webp,حفيد يركض نحو جده بسعادة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 孙子 (sūnzi) meaning in Arabic: حفيد. Visual concept: حفيد يركض نحو جده بسعادة.",pending_generation_or_review
M9-FC-50,mock9.html,50,flashcard,打印,dǎyìn,يطبع,no,,JS flashcard color card / no real image,m9-fc-50-打印.webp,طابعة تخرج ورقة مطبوعة واضحة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 打印 (dǎyìn) meaning in Arabic: يطبع. Visual concept: طابعة تخرج ورقة مطبوعة واضحة.",pending_generation_or_review
M9-FC-51,mock9.html,51,flashcard,毕业,bìyè,يتخرج,yes,M6-FC-29 | M9-FC-51,JS flashcard color card / no real image,m9-fc-51-毕业.webp,طالب بزي تخرج يحمل شهادة في مكتبة جامعية دافئة.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 毕业 (bìyè) meaning in Arabic: يتخرج. Visual concept: طالب بزي تخرج يحمل شهادة في مكتبة جامعية دافئة.",pending_generation_or_review
M9-FC-52,mock9.html,52,flashcard,报名,bàomíng,يسجل,no,,JS flashcard color card / no real image,m9-fc-52-报名.webp,شخص يملأ استمارة تسجيل في مكتب.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 报名 (bàomíng) meaning in Arabic: يسجل. Visual concept: شخص يملأ استمارة تسجيل في مكتب.",pending_generation_or_review
M9-FC-53,mock9.html,53,flashcard,规定,guīdìng,قاعدة,no,,JS flashcard color card / no real image,m9-fc-53-规定.webp,لوحة قواعد وتعليمات منظمة على الجدار.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 规定 (guīdìng) meaning in Arabic: قاعدة. Visual concept: لوحة قواعد وتعليمات منظمة على الجدار.",pending_generation_or_review
M9-FC-54,mock9.html,54,flashcard,解释,jiěshì,يفسّر,no,,JS flashcard color card / no real image,m9-fc-54-解释.webp,معلم يشرح فكرة على سبورة بمصباح فهم.,"Square 1024x1024 high-quality educational flashcard illustration, warm cinematic stylized 3D CGI, soft lighting, clean composition, memorable mental-image scene, no text, no letters, no watermark. Target Chinese vocabulary: 解释 (jiěshì) meaning in Arabic: يفسّر. Visual concept: معلم يشرح فكرة على سبورة بمصباح فهم.",pending_generation_or_review
